severity,quarter,bank_line_id,link_id,date,payee,particulars,amount,candidate_vendor,candidate_source,confidence,amount_delta,date_delta_days,reasons
needs_human_review,Q2,46563b61-a813-48d7-8fb5-11f1bdf6d473,62dad63c-ae33-4f74-b109-b2cf45506907,2025-10-21,Loadshift Sydney,LOADSHIFT SYDNEY,1243.59,Loadshift Sydney,dext_receipt,1,0,50,date delta 50d > 7d
needs_human_review,Q2,d36efec1-8d19-42b1-88d4-99a7f8f03209,a510bd6f-b6cd-4793-ae22-8882513dee8b,2025-10-22,Uber,UBER *TRIP HELP.UBER.COM Sydney,30.62,Uber,dext_receipt,1,1.25,1,amount delta 1.25 > $1
needs_human_review,Q2,732584cb-1a95-44be-8ef6-d6cfeaa73c1d,f5b98627-5b9e-4919-9ca9-70d7150fb836,2025-10-22,Uber,UBER *BUSINESS HELP.UBER.Sydney,20.35,Uber,dext_receipt,1,2.15,0,amount delta 2.15 > $1
needs_human_review,Q2,1650c108-2dda-4bf7-b29e-55cde5eedf2c,abdee7f4-5f51-4ec4-8b11-9d99137241a1,2025-10-22,TRANSPORTMAINRDS BRISBANE,TRANSPORTMAINRDS BRISBANE,273.63,Dept of Transport & Main Roads,dext_receipt,1,0,-4,vendor tokens do not match bank line
needs_human_review,Q2,66bb7e95-faf4-4ab0-a3d0-1f541f5594af,e3174410-cefe-4a72-bd97-187f8eae9b1c,2025-10-22,SQ *GOLOSA Surry Hills,SQ *GOLOSA Surry Hills,25.5,Chalet & Co,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,afbb3c7e-e337-438b-be6c-d324390d24a7,80a0bb14-3525-42cf-8578-ac42418e3579,2025-10-22,Uber,UBER *TRIP HELP.UBER.COM Sydney,22.99,Uber,receipt_email,1,2.8,2,amount delta 2.8 > $1
needs_human_review,Q2,e5488951-97ea-4e91-89d0-cb9fd1bef9e4,25a5cd66-7f0a-48f0-bd65-ea08a274fe59,2025-10-22,RedBalloon,REDBALLOON THE ROCKS,1008.9,Red Balloon,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,3ebc0dfb-0a07-43f5-8628-104223e2b20d,dc6b9614-d9e9-4cff-bd3a-3c7aacac2b3f,2025-10-22,Webflow,WEBFLOW.COM WEBFLOW.COM CA,49.3,Webflow,dext_receipt,1,-3.1,-7,amount delta -3.1 > $1
needs_human_review,Q2,b6c26fff-629e-4e29-b538-27964f7d08ec,9dc6556e-b9a7-4202-9ec4-cfbcbfda58d1,2025-10-22,Uber,UBER *BUSINESS HELP.UBER.Sydney,21.1,Uber,receipt_email,1,1.89,2,amount delta 1.89 > $1
needs_human_review,Q2,1ef411ff-9253-46b5-ac09-805e2d5015fa,8df68844-a08d-417c-b8b3-45afc64afbfe,2025-10-22,Uber,UBER *TRIP HELP.UBER.COM Sydney,21.42,Uber,receipt_email,1,2.58,2,amount delta 2.58 > $1
needs_human_review,Q2,8d4116da-76c1-4649-9b2d-01a6b4cd6311,3c3ac74b-20c7-4ad2-a22c-7f429cb8f9b7,2025-10-22,Uber,UBER *TRIP HELP.UBER.COM Sydney,25.79,Uber,dext_receipt,1,-2.31,7,amount delta -2.31 > $1
needs_human_review,Q2,fb50d2ee-4ba0-4d31-8855-7255ae906d84,9d8bcd4e-e20d-4d51-8e39-58cced7b47f7,2025-10-23,Uber,UBER *BUSINESS HELP.UBER.Sydney,17.83,Uber,receipt_email,1,0.84,10,date delta 10d > 7d
needs_human_review,Q2,c0675912-50b9-4b8b-9a07-128b132d6625,cc6cc935-7397-49cf-a54b-80666c20d1ac,2025-10-23,Internet Transfer,INTERNET TRANSFER Linked Acc Trns,623.7,Fernland,dext_receipt,1,0,-3,vendor tokens do not match bank line
needs_human_review,Q2,6919bdea-d14b-4562-9bda-16fd291f3641,c4a3b366-96fa-4a41-869b-65b6b565585a,2025-10-23,ONLYDOMAINS.COM 649-925-0327,ONLYDOMAINS.COM 649-925-0327,21.44,Only Domains,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,db595d09-ff9b-4ea6-9775-99c06d078c97,f0c12f88-8b65-46c5-80f2-337b2fbe19bb,2025-10-23,Uber,UBER *BUSINESS HELP.UBER.Sydney,30.62,Uber,receipt_email,1,1.25,2,amount delta 1.25 > $1
needs_human_review,Q2,404a824b-33d1-4dfb-a84c-c6ed5a58c930,0b0442d6-3681-4bbe-95ae-7ef3fe9bacb4,2025-10-24,Uber,UBER *BUSINESS HELP.UBER.Sydney,20.22,Uber,receipt_email,1,2.28,5,amount delta 2.28 > $1
needs_human_review,Q2,a7cf7312-77a3-4868-a213-7cc9d4567d24,f348b73c-50e6-4ca1-8509-58c516c593b5,2025-10-24,Uber,UBER *BUSINESS HELP.UBER.Sydney,22.5,Uber,dext_receipt,1,-2.15,-5,amount delta -2.15 > $1
needs_human_review,Q2,0e5ac528-abdb-4b6c-9f0e-59897d6c4189,defb2050-d1a3-4721-90d1-574248bc4285,2025-10-27,Qantas,QANTAS AIRW MASCOT,1409.64,Qantas,receipt_email,1,139.45,0,amount delta 139.45 > $1
needs_human_review,Q2,3ffe040d-03f0-4972-af35-b65a81b4654e,9368b834-dd6f-42a9-abd6-e3858b1c4598,2025-10-27,Uber,UBER *TRIP HELP.UBER.COM Sydney,31.87,Uber,receipt_email,1,-2.49,2,amount delta -2.49 > $1
needs_human_review,Q2,6b007a31-f7e6-4127-be81-84b451440e15,946002ef-a208-4a50-829c-39ba8f5fc009,2025-10-27,Uber,UBER *EATS HELP.UBER.COM Sydney,46.31,Uber,receipt_email,1,-3.83,1,amount delta -3.83 > $1
needs_human_review,Q2,5c805c1e-9906-4d66-bb0e-d5721ade12da,e3ac308c-896d-47b8-a923-067e8f5cbefe,2025-10-28,Uber,UBER *TRIP HELP.UBER.COM Sydney,42.48,Uber,dext_receipt,1,3.52,-1,amount delta 3.52 > $1
needs_human_review,Q2,859fe0ac-3b8e-4545-92bd-e3c17dd409aa,188deb44-cbeb-49b9-adcb-397d78eccbab,2025-10-28,DINKUM DUNNIES CABOOLTURE,DINKUM DUNNIES CABOOLTURE,534.19,Onsite Rentals Dinkum Dunnies,dext_receipt,1,-9.19,-2,amount delta -9.19 > $1
needs_human_review,Q2,74bf65a4-2819-4757-8465-34e6c0d2c562,559df0b9-e8f0-436d-85c1-5bb444313650,2025-10-30,SQ *GOLOSA Surry Hills,SQ *GOLOSA Surry Hills,4.5,Golosa,dext_receipt,1,0,-10,date delta -10d > 7d
needs_human_review,Q2,545f0aee-0097-4328-91df-b338d4c293b1,a30d7028-1cd9-4fe7-b31f-94bf3c259b61,2025-10-31,TRANSPORTMAINRDS BRISBANE,TRANSPORTMAINRDS BRISBANE,78.18,Dept of Transport & Main Roads,dext_receipt,1,0,-3,vendor tokens do not match bank line
needs_human_review,Q2,79f7ad9e-1437-43ab-9539-bfdc214319f5,de6d7af5-aeb5-45a1-97c9-5ffbd90211f8,2025-10-31,Uber,UBER *TRIP HELP.UBER.COM Sydney,102.54,Uber,receipt_email,1,-2.78,3,amount delta -2.78 > $1
needs_human_review,Q2,57a63f15-8579-491a-9e24-e4133913ef5b,14884ebb-ad99-41a7-94db-e8020dfd84ab,2025-11-03,Uber,UBER *BUSINESS HELP.UBER.Sydney,99.76,Uber,dext_receipt,1,-9.31,7,amount delta -9.31 > $1
needs_human_review,Q2,4a1ab9bf-e77a-456e-a502-c30a2f2544be,17d2e60d-9181-41a7-ab60-5bd38690adf4,2025-11-03,SQ *ROSEBEDANDFINCH Eudlo,SQ *ROSEBEDANDFINCH Eudlo,60,OpenAI,dext_receipt,1,0,7,vendor tokens do not match bank line
needs_human_review,Q2,db6efe54-b43e-43bf-b66d-c0a397d29321,76d6ee5a-aae8-4bfa-b1a7-72bc8401360e,2025-11-04,Qantas,QANTAS AIRW MASCOT,65,Qantas,dext_receipt,1,0,41,date delta 41d > 7d
needs_human_review,Q2,8acdfc1e-9a5c-4924-aabc-30d03455b28c,3d64e919-f840-430c-9877-c1c5b88c122a,2025-11-04,CabFare,CabFare Payments Melbourne,53.23,Taxi Receipt,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,3d98704c-7869-4a2b-91a5-c3b4c590e5d9,ad059d13-29fb-4d16-af94-37ba25f7f3c9,2025-11-04,Thriday,THRIDAY ACCOUNTING CARLTON,440,Team Thrive No 2,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,169c0782-ba88-4b1f-ae42-2acdc3aeb90f,58cd7145-2d70-4d1b-8344-b06b7f145ce3,2025-11-04,BP BOWENBRIDGE1410 HERSTONQLD,BP BOWENBRIDGE1410 HERSTONQLD,165.02,BP,dext_receipt,1,0,-3,vendor tokens do not match bank line
needs_human_review,Q2,ae1b576d-8f9e-4e9e-8135-8d24ecc53520,1d84f56d-bb7e-4615-be4e-1ffc532e6df0,2025-11-10,CabFare,CabFare Payments Melbourne,45.15,Taxi Receipt,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,db06e0b6-f155-4401-a892-c46c88107ffb,792f69f2-c8d2-4441-b8fa-8e3523d2c20b,2025-11-10,Webflow,WEBFLOW.COM WEBFLOW.COM CA,49.34,Webflow,dext_receipt,1,-3.14,5,amount delta -3.14 > $1
needs_human_review,Q2,1ccbc18e-29a4-468c-b7b3-dad4348e6a6a,6d6fa3aa-61ec-456f-ab6c-5521c76e4511,2025-11-10,Webflow,WEBFLOW.COM WEBFLOW.COM CA,44.86,Webflow,dext_receipt,1,1.34,3,amount delta 1.34 > $1
needs_human_review,Q2,2a3b98ea-ed3c-4d7c-84e1-f815cc098bf8,27837e91-acb1-42e3-b1da-88ef3de6ede1,2025-11-11,Qantas,QANTAS AIRW MASCOT,260,Qantas,receipt_email,1,21.7,3,amount delta 21.7 > $1
needs_human_review,Q2,3db32055-f468-4005-ac0e-bb097f7d3559,7b583408-ba24-4e5f-84a1-de230ac7d32b,2025-11-11,BP ALICE SPRINGS 1104 ALICE SPRINGS,BP ALICE SPRINGS 1104 ALICE SPRINGS,110.94,BP,dext_receipt,1,0,-3,vendor tokens do not match bank line
needs_human_review,Q2,41ebf7d9-68ee-4f82-b346-5e27ad20bddd,eecb6945-018c-4f16-b34d-1f49d9e2831d,2025-11-11,EPILOGUE ENTERPRISES ALICE SPRINGS,EPILOGUE ENTERPRISES ALICE SPRINGS,5.08,Lasseters Centre Of Entertainment,dext_receipt,1,-0.51,-3,vendor tokens do not match bank line
needs_human_review,Q2,647faf9f-1d81-405a-9876-bd5298a1d538,705c89cb-3e86-43d5-a15f-7425e011e78c,2025-11-12,AGL,AGL SALES PTY LTD SYDNEY,319.09,AGL,dext_receipt,1,0,-9,date delta -9d > 7d
needs_human_review,Q2,b4ca4ddd-22b7-4fee-b2e9-bc4b03bc220a,12d2a7c4-bf42-4529-a013-06da7e459455,2025-11-12,Uber,UBER *TRIP HELP.UBER.COM Sydney,40.99,Uber,dext_receipt,1,0.64,11,date delta 11d > 7d
needs_human_review,Q2,34944b84-f7f3-44f0-b163-9fb58c0c303f,4edafc5d-a077-4e0b-b110-9f5ada53f180,2025-11-12,UNITED CAB 4749 9999 MOUNT ISA,UNITED CAB 4749 9999 MOUNT ISA,31.4,Taxi Receipt,dext_receipt,1,0,-1,vendor tokens do not match bank line
needs_human_review,Q2,eca7283a-b029-4ac6-9e5c-675335e155e0,47d857c3-f46b-439a-a344-c9f8c47ca60f,2025-11-12,Hatch Electrical,HATCH ELECTRICAL ZILLMERE,20244.64,Hatch Electrical,dext_receipt,1,-297.51,-2,amount delta -297.51 > $1
needs_human_review,Q2,dd014c1e-a097-4cd6-856d-2d2c879704ba,2a418202-9d6a-4927-b6fd-cd1a717b455f,2025-11-14,ZLR*ISACLOV Mount Isa Cit,ZLR*ISACLOV Mount Isa Cit,27.28,SSP Australia Catering,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,ab7bda28-eda4-4fe1-8573-039af1ab865c,f6143477-c12c-4e9f-bcf4-20b9df5da0fa,2025-11-14,Live Payments Barangaroo,Live Payments Barangaroo,26.77,Taxi Receipt,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,721cb15e-53cb-49f0-8cd8-3d04e0a57245,2586a19b-6cf4-4136-8f66-c1914b645795,2025-11-17,Flyparks,FLYPARKS MARCOOLA,119,Car Park,dext_receipt,1,0,6,vendor tokens do not match bank line
needs_human_review,Q2,434fa9cb-53c4-44a6-96ee-4acfc59adcf2,3935a6e0-2d6b-428b-85a9-9c14d8f17bff,2025-11-18,Budget Rent A Car,BUDGET RENT A CAR MASCOT,518.18,Budget,dext_receipt,1,0,-8,date delta -8d > 7d
needs_human_review,Q2,1bebf0fe-402b-4853-8f85-33748162455a,0b3803e6-6302-47bc-8ec9-727402fb91ea,2025-11-20,Defy Design,DEFYDESIGN.ORG SYDNEY,2785.66,defy design,gmail_raw,0.8875,-51.94,-1,confidence 0.8875 < 0.95; amount delta -51.94 > $1
needs_human_review,Q2,888a63ec-62e0-40c8-97ca-ae8a30670486,78a6c193-eb28-4002-a5e5-14ee86efabeb,2025-11-20,Qantas,QANTAS AIRW MASCOT,508.18,Qantas,dext_receipt,1,55.22,-2,amount delta 55.22 > $1
needs_human_review,Q2,cb2d08d3-9c52-40fb-a934-247ca3d83db9,09a97b18-3172-49ca-af07-2a0fec24afc5,2025-11-21,Qantas,QANTAS AIRW MASCOT,281.7,Qantas Group Accommodation,dext_receipt,1,8.1,-3,amount delta 8.1 > $1
needs_human_review,Q2,5b8b45a5-3763-45ba-87c6-119113f34a34,3d414731-3d58-4f52-ad73-a7e2160611e9,2025-11-21,Qantas,QANTAS AIRW MASCOT,196.27,QANTAS,dext_receipt,1,22.4,0,amount delta 22.4 > $1
needs_human_review,Q2,53b66090-b58c-4341-bacb-548ded375a6d,76c5a4dc-8f9b-41a3-ab33-1c87022e8138,2025-11-24,Hatch Electrical,HATCH ELECTRICAL ZILLMERE,27201.35,Hatch Electrical,dext_receipt,1,-399.65,-2,amount delta -399.65 > $1
needs_human_review,Q2,e6b6518b-a893-43ee-a33d-af68daddab7d,5c2764e4-3e2e-45cc-bd88-71a0b6b32a36,2025-11-25,Uber,UBER *BUSINESS HELP.UBER.Sydney,41.63,Uber,dext_receipt,1,3.44,2,amount delta 3.44 > $1
needs_human_review,Q2,cb5b23f1-4ab1-4598-b19f-fa8fa880be5c,e8d6e141-41e0-48a7-a86f-af99cced5285,2025-12-01,Uber,UBER *BUSINESS HELP.UBER.Sydney,42.66,Uber,receipt_email,1,4.85,-1,amount delta 4.85 > $1
needs_human_review,Q2,acb88b7d-06e1-466e-8e66-87790074945d,855f9b25-f491-43ce-9751-ebe090bd7222,2025-12-01,Uber,UBER *BUSINESS HELP.UBER.Sydney,24.54,Uber,dext_receipt,1,2.73,-1,amount delta 2.73 > $1
needs_human_review,Q2,58213f9e-f491-4827-8194-326089d276c7,8a937514-6b2c-4943-b50d-b6afed9ae006,2025-12-01,Uber,UBER *TRIP HELP.UBER.COM Sydney,47.51,Uber,dext_receipt,1,-4.85,-4,amount delta -4.85 > $1
needs_human_review,Q2,f7fee944-df44-495d-8739-6a3fadf83ede,769680f1-80ad-4f8b-b8b0-5b21ecb6f0f1,2025-12-01,OpenAI,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,33.75,ChatGPT,receipt_email,1,0,-58,date delta -58d > 7d
needs_human_review,Q2,2ae3782f-b558-4d6f-ac3e-187bd216b204,1d68d75c-545b-4ba6-a098-79ae8ddd2e05,2025-12-02,TSV Magg,ZLR*TSVMAGG Garbutt,19.27,SSP Australia Catering,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,ebc83e7f-601a-4d5a-9b76-8e94b9bd641f,05d510b4-138a-4f4c-8e5b-c49b4af4695b,2025-12-02,Uber,UBER *TRIP HELP.UBER.COM Sydney,24.11,Uber,dext_receipt,1,1.97,-2,amount delta 1.97 > $1
needs_human_review,Q2,899e1b1f-8cc3-49c5-bce4-91630a2d4b95,2aa09426-dc36-409a-adf2-d3a75d666796,2025-12-03,X Corp,X CORP. PAID FEATURES ABOUT.X.COM TX,15,Apple Pty Ltd,dext_receipt,1,-0.01,2,vendor tokens do not match bank line
needs_human_review,Q2,10d98f9e-f800-4ffe-a49a-0ff5c8f3a94a,0ce47836-89a4-4e1e-a8de-552a260b19ef,2025-12-03,Uber,UBER *EATS HELP.UBER.COM Sydney,55.61,Uber,dext_receipt,1,1.37,-5,amount delta 1.37 > $1
needs_human_review,Q2,53474574-8905-49a3-b43c-1bf48d7c722b,210e9c40-4ed8-4df3-8f45-90d917adad45,2025-12-03,Dominos,Dominos Estore Kirwan dominos.com.a,330,Domino's Pizza Enterprises,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,133fe69c-be94-4914-9aed-6fef26801f66,43f95cc5-05a3-4b0a-85a3-a6e31c8c6259,2025-12-05,Nightowl,NIGHTOWL HERVEY RANG KIRWAN,124.79,Nighton Harvey,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,c303e6a5-bc15-4485-bc5f-f7bf295e7589,f5d16778-0351-465f-9e4c-67cee8292c1c,2025-12-08,Cactus Jacks,CACTUS JACKS RESTAUR TOWNSVILLE,717.5,Cactus Jacks Bar and Grill,dext_receipt,1,-8.65,-6,amount delta -8.65 > $1
needs_human_review,Q2,d74a8f79-afaf-46a4-a7fc-43b901cc3e25,685ae3d4-0598-430b-88b1-d55a76739536,2025-12-08,Uber,UBER *TRIP HELP.UBER.COM Sydney,67.5,Uber,dext_receipt,1,6.98,0,amount delta 6.98 > $1
needs_human_review,Q2,34a87d6a-8f06-4f52-85f4-88312a812d54,5945c7c6-b6fc-42d4-a0bc-1e95636c9711,2025-12-08,Apple,APPLE R466 BRISBANE BRISBANE,1268.37,apple,gmail_raw,0.944,0,-4,confidence 0.944 < 0.95
needs_human_review,Q2,f5132795-0fc4-470d-b1f3-014e12df8653,671db895-291d-4c09-81a3-6bf0402c6f0c,2025-12-09,Uber,UBER *TRIP HELP.UBER.COM Sydney,46.25,Uber,receipt_email,1,1.19,6,amount delta 1.19 > $1
needs_human_review,Q2,5b977486-20d8-465a-a3e0-d01287b556ad,df3912aa-97b0-46a8-b5dc-29e376f5edce,2025-12-09,Container Options,CONTAINER OPTIONS STRATHFIELD S,5904.05,Container Options,dext_receipt,1,-101.55,-5,amount delta -101.55 > $1
needs_human_review,Q2,e76de7da-a74b-462f-ba69-7d56fc5d47dd,7be4edd5-353b-4cb8-b86c-c4d412899943,2025-12-09,Uber,UBER *TRIP HELP.UBER.COM Sydney,47.44,Uber,receipt_email,1,-1.22,7,amount delta -1.22 > $1
needs_human_review,Q2,39d3954a-e6b0-42fa-a00c-081e44fd24fa,0fb080af-927c-40db-95ca-c30a3d29ba8f,2025-12-10,Uber,UBER *EATS HELP.UBER.COM Sydney,17.77,Uber,dext_receipt,1,1.72,5,amount delta 1.72 > $1
needs_human_review,Q2,8fe10671-832a-4afc-b32e-00b9b426d589,7f8d2284-eb93-4751-853b-3332745a511c,2025-12-11,The Sand Yard,THE SAND YARD PTY LTD LONDONDERRY,1068,The Sand Yard,dext_receipt,1,-23.56,-3,amount delta -23.56 > $1
needs_human_review,Q2,d1f0eb43-f964-41db-b41e-7e1e71306b83,574b9c2c-0e88-47e8-959f-4c8c4d4bc136,2025-12-12,Hatch Electrical,HATCH ELECTRICAL ZILLMERE,3732.43,Hatch Electrical,dext_receipt,1,-55.09,-2,amount delta -55.09 > $1
needs_human_review,Q2,c4b70db6-6c0a-4cf7-a152-ef64253ce50e,d9651ae8-9827-403e-baae-0f3a5d69e4fb,2025-12-12,The Sand Yard,THE SAND YARD PTY LTD LONDONDERRY,1029,The Sand Yard,dext_receipt,1,15.44,-4,amount delta 15.44 > $1
needs_human_review,Q2,1e0b1335-bb59-4f6e-a749-ce175f20be58,08efaa75-01a2-46e4-89b3-848daf00b81e,2025-12-15,Vezina,VEZINA PL MASCOT,42.83,Budget Petrol Mascot,dext_receipt,1,0,-5,vendor tokens do not match bank line
needs_human_review,Q2,62ae8485-780e-47be-b162-2a58c531b453,ec8eb521-6ff4-4576-a33f-54baf11f6b78,2025-12-15,Kennards Hire,KENNARDS HIRE HO WA SEVEN HILLS,424,Kennards Hire,dext_receipt,1,0,-34,date delta -34d > 7d
needs_human_review,Q2,6bc2121e-e83d-4a91-b2b4-4635f848004f,028b851c-e338-42b7-8fbd-8377959c7b73,2025-12-16,Uber,UBER *TRIP HELP.UBER.COM Sydney,11.98,Apple Pty Ltd,dext_receipt,1,0.01,-3,vendor tokens do not match bank line
needs_human_review,Q2,fb8059fe-567d-467f-a6c9-36ddbc8b3eb4,573fab20-dbb9-4c51-9a00-45ce0681c5cc,2025-12-16,T60023,ZLR*T60023 Kelso,28.5,Mystery Transport,dext_receipt,1,0,-2,vendor tokens do not match bank line
needs_human_review,Q2,bd1599b6-570b-42ee-a80c-83990391b65d,1ec97b5d-99d6-4754-b9c8-796a8ef3d730,2025-12-17,Hanuman Restaurant,Hanuman Restaurant Ali Alice Springs,77.72,Hanuman Alice Springs,dext_receipt,1,-1.22,-3,amount delta -1.22 > $1
needs_human_review,Q2,e58e1e26-9432-40de-b527-a63a0770a21d,133062d1-d25b-41cd-bacc-ecacfc5d4bd1,2025-12-17,BP,BP ALICE SPRINGS 1104 ALICE SPRINGS,95.65,BP,dext_receipt,1,0,-3,vendor tokens do not match bank line
